Key,japanese
perkShotgunExpertRank2Desc,ショットガンでゾンビを30体倒す
perkShotgunExpertRank2LongDesc,ショットガンの耐久度減少が[DECEA3]2%[-]減少し、リロード速度が[DECEA3]2%[-]増加し、発射速度が[DECEA3]2%[-]増加します。
perkShotgunExpertRank3Desc,ショットガンでゾンビを60体倒す
perkShotgunExpertRank3LongDesc,ショットガンの耐久度減少が[DECEA3]3%[-]減少し、リロード速度が[DECEA3]3%[-]増加し、発射速度が[DECEA3]3%[-]増加します。
perkShotgunExpertRank4Desc,ショットガンでゾンビを100体倒す
perkShotgunExpertRank4LongDesc,ショットガンの耐久度減少が[DECEA3]4%[-]減少し、リロード速度が[DECEA3]4%[-]増加し、発射速度が[DECEA3]4%[-]増加します。
perkShotgunExpertRank5Desc,ショットガンでゾンビを175体倒す
perkShotgunExpertRank5LongDesc,ショットガンの耐久度減少が[DECEA3]5%[-]減少し、リロード速度が[DECEA3]5%[-]増加し、発射速度が[DECEA3]5%[-]増加します。
perkShotgunExpertRank6Desc,ショットガンでゾンビ250体を倒す
perkShotgunExpertRank6LongDesc,ショットガンの耐久度減少が[DECEA3]6%[-]減少し、リロード速度が[DECEA3]6%[-]増加し、発射速度が[DECEA3]6%[-]増加します。
perkShotgunExpertRank7Desc,ショットガンでゾンビ350体を倒す
perkShotgunExpertRank7LongDesc,ショットガンの耐久度減少が[DECEA3]7%[-]減少し、リロード速度が[DECEA3]7%[-]増加し、発射速度が[DECEA3]7%[-]増加します。
perkShotgunExpertRank8Desc,ショットガンでゾンビ450体を倒す
perkShotgunExpertRank8LongDesc,ショットガンの耐久度減少が[DECEA3]8%[-]減少し、リロード速度が[DECEA3]8%[-]増加し、発射速度が[DECEA3]8%[-]増加します。
perkShotgunExpertRank9Desc,ショットガンでゾンビ550体を倒す
perkShotgunExpertRank9LongDesc,ショットガンの耐久度減少が[DECEA3]9%[-]減少し、リロード速度が[DECEA3]9%[-]増加し、発射速度が[DECEA3]9%[-]増加します。
perkShotgunExpertRank10Desc,ショットガンでゾンビ700体を倒す
perkShotgunExpertRank10LongDesc,ショットガンの耐久度減少が[DECEA3]10%[-]減少し、リロード速度が[DECEA3]10%[-]増加し、発射速度が[DECEA3]10%[-]増加します。
perkShotgunExpertRank11Desc,ショットガンでゾンビを850体倒す
perkShotgunExpertRank11LongDesc,ショットガンの耐久度減少が[DECEA3]11%[-]減少し、リロード速度が[DECEA3]11%[-]増加し、発射速度が[DECEA3]11%[-]増加します。
perkShotgunExpertRank12Desc,ショットガンでゾンビ1000体を倒す
perkShotgunExpertRank12LongDesc,ショットガンの耐久度減少が[DECEA3]12%[-]減少し、リロード速度が[DECEA3]12%[-]増加し、発射速度が[DECEA3]12%[-]増加します。
perkShotgunExpertRank13Desc,ショットガンでゾンビ1200体を倒す
perkShotgunExpertRank13LongDesc,ショットガンの耐久度減少が[DECEA3]13%[-]減少し、リロード速度が[DECEA3]13%[-]増加し、発射速度が[DECEA3]13%[-]増加します。
perkShotgunExpertRank14Desc,ショットガンでゾンビ1400体を倒す
perkShotgunExpertRank14LongDesc,ショットガンの耐久度減少が[DECEA3]14%[-]減少し、リロード速度が[DECEA3]14%[-]増加し、発射速度が[DECEA3]14%[-]増加します。
perkShotgunExpertRank15Desc,ショットガンでゾンビ1600体を倒す
perkShotgunExpertRank15LongDesc,ショットガンの耐久度減少が[DECEA3]15%[-]減少し、リロード速度が[DECEA3]15%[-]増加し、発射速度が[DECEA3]15%[-]増加します。
perkShotgunExpertRank16Desc,ショットガンでゾンビ1800体を倒す
perkShotgunExpertRank16LongDesc,ショットガンの耐久度減少が[DECEA3]16%[-]減少し、リロード速度が[DECEA3]16%[-]増加し、発射速度が[DECEA3]16%[-]増加します。
perkShotgunExpertRank17Desc,ショットガンでゾンビ2000体を倒す
perkShotgunExpertRank17LongDesc,ショットガンの耐久度減少が[DECEA3]17%[-]減少し、リロード速度が[DECEA3]17%[-]増加し、発射速度が[DECEA3]17%[-]増加します。
perkShotgunExpertRank18Desc,ショットガンでゾンビ2300体を倒す
perkShotgunExpertRank18LongDesc,ショットガンの耐久度減少が[DECEA3]18%[-]減少し、リロード速度が[DECEA3]18%[-]増加し、発射速度が[DECEA3]18%[-]増加します。
perkShotgunExpertRank19Desc,ショットガンでゾンビ2650体を倒す
perkShotgunExpertRank19LongDesc,ショットガンの耐久度減少が[DECEA3]19%[-]減少し、リロード速度が[DECEA3]19%[-]増加し、発射速度が[DECEA3]19%[-]増加します。
perkShotgunExpertRank20Desc,ショットガンでゾンビ2900体を倒す
perkShotgunExpertRank20LongDesc,ショットガンの耐久度減少が[DECEA3]20%[-]減少し、リロード速度が[DECEA3]20%[-]増加し、発射速度が[DECEA3]20%[-]増加します。
perkShotgunExpertRank21Desc,ショットガンでゾンビ3200体を倒す
perkShotgunExpertRank21LongDesc,ショットガンの耐久度減少が[DECEA3]21%[-]減少し、リロード速度が[DECEA3]21%[-]増加し、発射速度が[DECEA3]21%[-]増加します。
perkShotgunExpertRank22Desc,ショットガンでゾンビ3600体を倒す
perkShotgunExpertRank22LongDesc,ショットガンの耐久度減少が[DECEA3]22%[-]減少し、リロード速度が[DECEA3]22%[-]増加し、発射速度が[DECEA3]22%[-]増加します。
perkShotgunExpertRank23Desc,ショットガンでゾンビ4000体を倒す
perkShotgunExpertRank23LongDesc,ショットガンの耐久度減少が[DECEA3]23%[-]減少し、リロード速度が[DECEA3]23%[-]増加し、発射速度が[DECEA3]23%[-]増加します。
perkShotgunExpertRank24Desc,ショットガンでゾンビ4400体を倒す
perkShotgunExpertRank24LongDesc,ショットガンの耐久度減少が[DECEA3]24%[-]減少し、リロード速度が[DECEA3]24%[-]増加し、発射速度が[DECEA3]24%[-]増加します。
perkShotgunExpertRank25Desc,ショットガンでゾンビ5000体を倒す
perkShotgunExpertRank25LongDesc,ショットガンの耐久度減少が[DECEA3]25%[-]減少し、リロード速度が[DECEA3]25%[-]増加し、発射速度が[DECEA3]25%[-]増加します。
perkAutomaticWeaponExpertName,ランボー
perkAutomaticWeaponExpertDesc,自動武器で敵を倒すたびに、武器への理解が深まります。できるだけ多くのゾンビを倒して、真のマスターになりましょう。\n\n[DECEA3]これまでのキル数:{cvar(CountAutomaticWeaponExpert:0)}[-]
AutomaticWeaponExpert_LevelUP,パッシブスキル強化:ランボー
reqPerkAutomaticWeaponExpert01,{cvar(CountAutomaticWeaponExpert:0)}/15
reqPerkAutomaticWeaponExpert02,{cvar(CountAutomaticWeaponExpert:0)}/30
reqPerkAutomaticWeaponExpert03,{cvar(CountAutomaticWeaponExpert:0)}/60
reqPerkAutomaticWeaponExpert04,{cvar(CountAutomaticWeaponExpert:0)}/100
reqPerkAutomaticWeaponExpert05,{cvar(CountAutomaticWeaponExpert:0)}/175
reqPerkAutomaticWeaponExpert06,{cvar(CountAutomaticWeaponExpert:0)}/250
reqPerkAutomaticWeaponExpert07,{cvar(CountAutomaticWeaponExpert:0)}/350
reqPerkAutomaticWeaponExpert08,{cvar(CountAutomaticWeaponExpert:0)}/450
reqPerkAutomaticWeaponExpert09,{cvar(CountAutomaticWeaponExpert:0)}/550
reqPerkAutomaticWeaponExpert10,{cvar(CountAutomaticWeaponExpert:0)}/700
reqPerkAutomaticWeaponExpert11,{cvar(CountAutomaticWeaponExpert:0)}/850
reqPerkAutomaticWeaponExpert12,{cvar(CountAutomaticWeaponExpert:0)}/1000
reqPerkAutomaticWeaponExpert13,{cvar(CountAutomaticWeaponExpert:0)}/1200
reqPerkAutomaticWeaponExpert14,{cvar(CountAutomaticWeaponExpert:0)}/1400
reqPerkAutomaticWeaponExpert15,{cvar(CountAutomaticWeaponExpert:0)}/1600
reqPerkAutomaticWeaponExpert16,{cvar(CountAutomaticWeaponExpert:0)}/1800
reqPerkAutomaticWeaponExpert17,{cvar(CountAutomaticWeaponExpert:0)}/2000
reqPerkAutomaticWeaponExpert18,{cvar(CountAutomaticWeaponExpert:0)}/2300
reqPerkAutomaticWeaponExpert19,{cvar(CountAutomaticWeaponExpert:0)}/2650
reqPerkAutomaticWeaponExpert20,{cvar(CountAutomaticWeaponExpert:0)}/2900
reqPerkAutomaticWeaponExpert21,{cvar(CountAutomaticWeaponExpert:0)}/3200
reqPerkAutomaticWeaponExpert22,{cvar(CountAutomaticWeaponExpert:0)}/3600
reqPerkAutomaticWeaponExpert23,{cvar(CountAutomaticWeaponExpert:0)}/4000
reqPerkAutomaticWeaponExpert24,{cvar(CountAutomaticWeaponExpert:0)}/4400
reqPerkAutomaticWeaponExpert25,{cvar(CountAutomaticWeaponExpert:0)}/5000
perkAutomaticWeaponExpertRank1Desc,自動小銃でゾンビを15体倒す
perkAutomaticWeaponExpertRank1LongDesc,自動武器の耐久度減少が[DECEA3]1%[-]減少、リロード速度が[DECEA3]1%[-]増加、発射速度が[DECEA3]1%[-]増加
perkAutomaticWeaponExpertRank2Desc,自動小銃でゾンビを30体倒す
perkAutomaticWeaponExpertRank2LongDesc,自動武器の耐久度減少が[DECEA3]2%[-]減少、リロード速度が[DECEA3]2%[-]増加、発射速度が[DECEA3]2%[-]増加
perkAutomaticWeaponExpertRank3Desc,自動小銃でゾンビを60体倒す
perkAutomaticWeaponExpertRank3LongDesc,自動武器の耐久度減少が[DECEA3]3%[-]減少、リロード速度が[DECEA3]3%[-]増加、発射速度が[DECEA3]3%[-]増加
perkAutomaticWeaponExpertRank4Desc,自動小銃でゾンビを100体倒す
perkAutomaticWeaponExpertRank4LongDesc,自動武器の耐久度減少が[DECEA3]4%[-]減少、リロード速度が[DECEA3]4%[-]増加、発射速度が[DECEA3]4%[-]増加
perkAutomaticWeaponExpertRank5Desc,自動小銃でゾンビを175体倒す
perkAutomaticWeaponExpertRank5LongDesc,自動武器の耐久度減少が[DECEA3]5%[-]減少、リロード速度が[DECEA3]5%[-]増加、発射速度が[DECEA3]5%[-]増加
perkAutomaticWeaponExpertRank6Desc,自動小銃でゾンビを250体倒す
perkAutomaticWeaponExpertRank6LongDesc,自動武器の耐久度減少が[DECEA3]6%[-]減少、リロード速度が[DECEA3]6%[-]増加、発射速度が[DECEA3]6%[-]増加
perkAutomaticWeaponExpertRank7Desc,自動小銃でゾンビを350体倒す
perkAutomaticWeaponExpertRank7LongDesc,自動武器の耐久度減少が[DECEA3]7%[-]減少、リロード速度が[DECEA3]7%[-]増加、発射速度が[DECEA3]7%[-]増加
perkAutomaticWeaponExpertRank8Desc,自動小銃でゾンビを450体倒す
perkAutomaticWeaponExpertRank8LongDesc,自動武器の耐久度減少が[DECEA3]8%[-]減少、リロード速度が[DECEA3]8%[-]増加、発射速度が[DECEA3]8%[-]増加
perkAutomaticWeaponExpertRank9Desc,自動小銃でゾンビを550体倒す
perkAutomaticWeaponExpertRank9LongDesc,自動武器の耐久度減少が[DECEA3]9%[-]減少、リロード速度が[DECEA3]9%[-]増加、発射速度が[DECEA3]9%[-]増加
perkAutomaticWeaponExpertRank10Desc,自動小銃でゾンビを700体倒す
perkAutomaticWeaponExpertRank10LongDesc,自動武器の耐久度減少が[DECEA3]10%[-]減少、リロード速度が[DECEA3]10%[-]増加、発射速度が[DECEA3]10%[-]増加
perkAutomaticWeaponExpertRank11Desc,自動小銃でゾンビを850体倒す
perkAutomaticWeaponExpertRank11LongDesc,自動武器の耐久度減少が[DECEA3]11%[-]減少、リロード速度が[DECEA3]11%[-]増加、発射速度が[DECEA3]11%[-]増加
perkAutomaticWeaponExpertRank12Desc,自動小銃でゾンビを1000体倒す
perkAutomaticWeaponExpertRank12LongDesc,自動武器の耐久度減少が[DECEA3]12%[-]減少、リロード速度が[DECEA3]12%[-]増加、発射速度が[DECEA3]12%[-]増加
perkAutomaticWeaponExpertRank13Desc,自動小銃でゾンビを1200体倒す
perkAutomaticWeaponExpertRank13LongDesc,自動武器の耐久度減少が[DECEA3]13%[-]減少、リロード速度が[DECEA3]13%[-]増加、発射速度が[DECEA3]13%[-]増加
perkAutomaticWeaponExpertRank14Desc,自動小銃でゾンビを1400体倒す
perkAutomaticWeaponExpertRank14LongDesc,自動武器の耐久度減少が[DECEA3]14%[-]減少、リロード速度が[DECEA3]14%[-]増加、発射速度が[DECEA3]14%[-]増加
perkAutomaticWeaponExpertRank15Desc,自動小銃でゾンビを1600体倒す
perkAutomaticWeaponExpertRank15LongDesc,自動武器の耐久度減少が[DECEA3]15%[-]減少、リロード速度が[DECEA3]15%[-]増加、発射速度が[DECEA3]15%[-]増加
perkAutomaticWeaponExpertRank16Desc,自動小銃でゾンビを1800体倒す
perkAutomaticWeaponExpertRank16LongDesc,自動武器の耐久度減少が[DECEA3]16%[-]減少、リロード速度が[DECEA3]16%[-]増加、発射速度が[DECEA3]16%[-]増加
perkAutomaticWeaponExpertRank17Desc,自動小銃でゾンビを2000体倒す
perkAutomaticWeaponExpertRank17LongDesc,自動武器の耐久度減少が[DECEA3]17%[-]減少、リロード速度が[DECEA3]17%[-]増加、発射速度が[DECEA3]17%[-]増加
perkAutomaticWeaponExpertRank18Desc,自動小銃でゾンビを2300体倒す
perkAutomaticWeaponExpertRank18LongDesc,自動武器の耐久度減少が[DECEA3]18%[-]減少、リロード速度が[DECEA3]18%[-]増加、発射速度が[DECEA3]18%[-]増加
perkAutomaticWeaponExpertRank19Desc,自動小銃でゾンビを2650体倒す
perkAutomaticWeaponExpertRank19LongDesc,自動武器の耐久度減少が[DECEA3]19%[-]減少、リロード速度が[DECEA3]19%[-]増加、発射速度が[DECEA3]19%[-]増加
perkAutomaticWeaponExpertRank20Desc,自動小銃でゾンビを2900体倒す
perkAutomaticWeaponExpertRank20LongDesc,自動武器の耐久度減少が[DECEA3]20%[-]減少、リロード速度が[DECEA3]20%[-]増加、発射速度が[DECEA3]20%[-]増加
perkAutomaticWeaponExpertRank21Desc,自動小銃でゾンビを3200体倒す
perkAutomaticWeaponExpertRank21LongDesc,自動武器の耐久度減少が[DECEA3]21%[-]減少、リロード速度が[DECEA3]21%[-]増加、発射速度が[DECEA3]21%[-]増加
perkAutomaticWeaponExpertRank22Desc,自動小銃でゾンビを3600体倒す
perkAutomaticWeaponExpertRank22LongDesc,自動武器の耐久度減少が[DECEA3]22%[-]減少、リロード速度が[DECEA3]22%[-]増加、発射速度が[DECEA3]22%[-]増加
perkAutomaticWeaponExpertRank23Desc,自動小銃でゾンビを4000体倒す
perkAutomaticWeaponExpertRank23LongDesc,自動武器の耐久度減少が[DECEA3]23%[-]減少、リロード速度が[DECEA3]23%[-]増加、発射速度が[DECEA3]23%[-]増加
perkAutomaticWeaponExpertRank24Desc,自動小銃でゾンビを4400体倒す
perkAutomaticWeaponExpertRank24LongDesc,自動武器の耐久度減少が[DECEA3]24%[-]減少、リロード速度が[DECEA3]24%[-]増加、発射速度が[DECEA3]24%[-]増加
perkAutomaticWeaponExpertRank25Desc,自動小銃でゾンビを5000体倒す
perkAutomaticWeaponExpertRank25LongDesc,自動武器の耐久度減少が[DECEA3]25%[-]減少、リロード速度が[DECEA3]25%[-]増加、発射速度が[DECEA3]25%[-]増加
perkPistolExpertName,西部からの射手
perkPistolExpertDesc,ピストルで敵を倒すたびに、武器への理解が深まります。できるだけ多くのゾンビを倒して、真のマスターになりましょう。\n\n[DECEA3]これまでのキル数:{cvar(CountPistolExpert:0)}[-]
PistolExpert_LevelUP,パッシブスキル強化:西部からの射手
reqPerkPistolExpert01,{cvar(CountPistolExpert:0)}/15
reqPerkPistolExpert02,{cvar(CountPistolExpert:0)}/30
reqPerkPistolExpert03,{cvar(CountPistolExpert:0)}/60
reqPerkPistolExpert04,{cvar(CountPistolExpert:0)}/100
reqPerkPistolExpert05,{cvar(CountPistolExpert:0)}/175
reqPerkPistolExpert06,{cvar(CountPistolExpert:0)}/250
reqPerkPistolExpert07,{cvar(CountPistolExpert:0)}/350
reqPerkPistolExpert08,{cvar(CountPistolExpert:0)}/450
reqPerkPistolExpert09,{cvar(CountPistolExpert:0)}/550
reqPerkPistolExpert10,{cvar(CountPistolExpert:0)}/700
reqPerkPistolExpert11,{cvar(CountPistolExpert:0)}/850
reqPerkPistolExpert12,{cvar(CountPistolExpert:0)}/1000
reqPerkPistolExpert13,{cvar(CountPistolExpert:0)}/1200
reqPerkPistolExpert14,{cvar(CountPistolExpert:0)}/1400
reqPerkPistolExpert15,{cvar(CountPistolExpert:0)}/1600
reqPerkPistolExpert16,{cvar(CountPistolExpert:0)}/1800
reqPerkPistolExpert17,{cvar(CountPistolExpert:0)}/2000
reqPerkPistolExpert18,{cvar(CountPistolExpert:0)}/2300
reqPerkPistolExpert19,{cvar(CountPistolExpert:0)}/2650
reqPerkPistolExpert20,{cvar(CountPistolExpert:0)}/2900
reqPerkPistolExpert21,{cvar(CountPistolExpert:0)}/3200
reqPerkPistolExpert22,{cvar(CountPistolExpert:0)}/3600
reqPerkPistolExpert23,{cvar(CountPistolExpert:0)}/4000
reqPerkPistolExpert24,{cvar(CountPistolExpert:0)}/4400
reqPerkPistolExpert25,{cvar(CountPistolExpert:0)}/5000
perkPistolExpertRank1Desc,ピストルでゾンビを15体倒す
perkPistolExpertRank1LongDesc,ピストルの耐久度減少が[DECEA3]1%[-]減少し、リロード速度が[DECEA3]1%[-]増加し、発射速度が[DECEA3]1%[-]増加します。
perkPistolExpertRank2Desc,ピストルでゾンビを30体倒す
perkPistolExpertRank2LongDesc,ピストルの耐久度減少が[DECEA3]2%[-]減少し、リロード速度が[DECEA3]2%[-]増加し、発射速度が[DECEA3]2%[-]増加します。
perkPistolExpertRank3Desc,ピストルでゾンビを60体倒す
perkPistolExpertRank3LongDesc,ピストルの耐久度減少が[DECEA3]3%[-]減少し、リロード速度が[DECEA3]3%[-]増加し、発射速度が[DECEA3]3%[-]増加します。
perkPistolExpertRank4Desc,ピストルでゾンビを100体倒す
perkPistolExpertRank4LongDesc,ピストルの耐久度減少が[DECEA3]4%[-]減少し、リロード速度が[DECEA3]4%[-]増加し、発射速度が[DECEA3]4%[-]増加します。
perkPistolExpertRank5Desc,ピストルでゾンビを175体倒す
